created_at,id,object_id,object_class,description,customer_id,store_id,verb,source,updated_at,ip,description_extended,general_properties,ip_address,col1,col2,col3,col4,col5,col6,col7,col8,col9,address_id,subscription_id
4/28/21 14:24,2297794252,11849863,subscription,[API] fwallace@fambrands.com updated Subscription #11849863,8112949,8995,updated,[API] fwallace@fambrands.com,4/28/21 14:24,None,"Subscription item ""Wildlife - 3 Items"" updated","{""trace"": ""purchase_item.py:927:queue_event_for_item_update"""," ""changes"": {""sku"": {""after"": ""745934624549"""," ""before"": ""745934606651""}"," ""product_title"": {""after"": ""Wildlife - 3 Items"""," ""before"": ""Spring Fling - 3 Items""}"," ""shopify_product_id"": {""after"": 6561711292474"," ""before"": 6549344452666}"," ""shopify_variant_id"": {""after"": 39310499872826"," ""before"": 39279586148410}}"," ""request_id"": ""1285-1619634290.913-108.251.61.14-1046""}",108.251.61.14,7901701,11849863
4/28/21 14:24,2297794137,12193738,subscription,[API] fwallace@fambrands.com updated Subscription #12193738,8328460,8995,updated,[API] fwallace@fambrands.com,4/28/21 14:24,None,"Subscription item ""Wildlife - 3 Items"" updated","{""trace"": ""purchase_item.py:927:queue_event_for_item_update"""," ""changes"": {""sku"": {""after"": ""745934624549"""," ""before"": ""745934606651""}"," ""product_title"": {""after"": ""Wildlife - 3 Items"""," ""before"": ""Spring Fling - 3 Items""}"," ""shopify_product_id"": {""after"": 6561711292474"," ""before"": 6549344452666}"," ""shopify_variant_id"": {""after"": 39310499872826"," ""before"": 39279586148410}}"," ""request_id"": ""1206-1619634288.444-108.251.61.14-1019""}",108.251.61.14,8120023,12193738
4/28/21 14:19,2297778509,79713641,subscription,[API] fwallace@fambrands.com updated Subscription #79713641,10159739,8995,updated,[API] fwallace@fambrands.com,4/28/21 14:19,None,"Subscription item ""Wildlife - 3 Items"" updated","{""trace"": ""purchase_item.py:927:queue_event_for_item_update"""," ""changes"": {""sku"": {""after"": ""745934624549"""," ""before"": ""745934606651""}"," ""product_title"": {""after"": ""Wildlife - 3 Items"""," ""before"": ""Spring Fling - 3 Items""}"," ""shopify_product_id"": {""after"": 6561711292474"," ""before"": 6549344452666}"," ""shopify_variant_id"": {""after"": 39310499872826"," ""before"": 39279586148410}}"," ""request_id"": ""1143-1619633954.828-108.251.61.14-984""}",108.251.61.14,47116181,79713641
4/28/21 14:22,2297786221,52401323,subscription,[API] fwallace@fambrands.com updated Subscription #52401323,10434279,8995,updated,[API] fwallace@fambrands.com,4/28/21 14:22,None,"Subscription item ""Wildlife - 3 Items"" updated","{""trace"": ""purchase_item.py:927:queue_event_for_item_update"""," ""changes"": {""sku"": {""after"": ""745934624549"""," ""before"": ""745934606835""}"," ""product_title"": {""after"": ""Wildlife - 3 Items"""," ""before"": ""After The Storm - 3 Items""}"," ""shopify_product_id"": {""after"": 6561711292474"," ""before"": 6551170515002}"," ""shopify_variant_id"": {""after"": 39310499872826"," ""before"": 39284134445114}}"," ""request_id"": ""1205-1619634129.116-108.251.61.14-1112""}",108.251.61.14,37827204,52401323
4/28/21 14:23,2297789913,42820110,subscription,[API] fwallace@fambrands.com updated Subscription #42820110,10434279,8995,updated,[API] fwallace@fambrands.com,4/28/21 14:23,None,"Subscription item ""Wildlife - 3 Items"" updated","{""trace"": ""purchase_item.py:927:queue_event_for_item_update"""," ""changes"": {""sku"": {""after"": ""745934624549"""," ""before"": ""745934606651""}"," ""product_title"": {""after"": ""Wildlife - 3 Items"""," ""before"": ""Spring Fling - 3 Items""}"," ""shopify_product_id"": {""after"": 6561711292474"," ""before"": 6549344452666}"," ""shopify_variant_id"": {""after"": 39310499872826"," ""before"": 39279586148410}}"," ""request_id"": ""1345-1619634199.089-108.251.61.14-1068""}",108.251.61.14,32484458,42820110
4/28/21 14:24,2297794058,15413376,subscription,[API] fwallace@fambrands.com updated Subscription #15413376,10547286,8995,updated,[API] fwallace@fambrands.com,4/28/21 14:24,None,"Subscription item ""Wildlife - 3 Items"" updated","{""trace"": ""purchase_item.py:927:queue_event_for_item_update"""," ""changes"": {""sku"": {""after"": ""745934624549"""," ""before"": ""745934606682""}"," ""product_title"": {""after"": ""Wildlife - 3 Items"""," ""before"": ""Sassy Sol - 3 Items""}"," ""shopify_product_id"": {""after"": 6561711292474"," ""before"": 6549346222138}"," ""shopify_variant_id"": {""after"": 39310499872826"," ""before"": 39279591424058}}"," ""request_id"": ""1143-1619634286.949-108.251.61.14-1123""}",108.251.61.14,10556391,15413376
4/28/21 14:24,2297794104,15413379,subscription,[API] fwallace@fambrands.com updated Subscription #15413379,10547286,8995,updated,[API] fwallace@fambrands.com,4/28/21 14:24,None,"Subscription item ""Wildlife - 3 Items"" updated","{""trace"": ""purchase_item.py:927:queue_event_for_item_update"""," ""changes"": {""sku"": {""after"": ""745934624549"""," ""before"": ""745934606682""}"," ""product_title"": {""after"": ""Wildlife - 3 Items"""," ""before"": ""Sassy Sol - 3 Items""}"," ""shopify_product_id"": {""after"": 6561711292474"," ""before"": 6549346222138}"," ""shopify_variant_id"": {""after"": 39310499872826"," ""before"": 39279591424058}}"," ""request_id"": ""1143-1619634287.727-108.251.61.14-1123""}",108.251.61.14,10556391,15413379
4/28/21 14:24,2297793782,18288476,subscription,[API] fwallace@fambrands.com updated Subscription #18288476,11535257,8995,updated,[API] fwallace@fambrands.com,4/28/21 14:24,None,"Subscription item ""Wildlife - 3 Items"" updated","{""trace"": ""purchase_item.py:927:queue_event_for_item_update"""," ""changes"": {""sku"": {""after"": ""745934624549"""," ""before"": ""745934606682""}"," ""product_title"": {""after"": ""Wildlife - 3 Items"""," ""before"": ""Sassy Sol - 3 Items""}"," ""shopify_product_id"": {""after"": 6561711292474"," ""before"": 6549346222138}"," ""shopify_variant_id"": {""after"": 39310499872826"," ""before"": 39279591424058}}"," ""request_id"": ""1285-1619634282.093-108.251.61.14-1019""}",108.251.61.14,13045286,18288476
4/28/21 14:24,2297791957,32500947,subscription,[API] fwallace@fambrands.com updated Subscription #32500947,11933390,8995,updated,[API] fwallace@fambrands.com,4/28/21 14:24,None,"Subscription item ""Wildlife - 3 Items"" updated","{""trace"": ""purchase_item.py:927:queue_event_for_item_update"""," ""changes"": {""sku"": {""after"": ""745934624549"""," ""before"": ""745934606682""}"," ""product_title"": {""after"": ""Wildlife - 3 Items"""," ""before"": ""Sassy Sol - 3 Items""}"," ""shopify_product_id"": {""after"": 6561711292474"," ""before"": 6549346222138}"," ""shopify_variant_id"": {""after"": 39310499872826"," ""before"": 39279591424058}}"," ""request_id"": ""1285-1619634241.788-108.251.61.14-1065""}",108.251.61.14,25241199,32500947
4/28/21 14:24,2297793946,17781958,subscription,[API] fwallace@fambrands.com updated Subscription #17781958,12248047,8995,updated,[API] fwallace@fambrands.com,4/28/21 14:24,None,"Subscription item ""Wildlife - 3 Items"" updated","{""trace"": ""purchase_item.py:927:queue_event_for_item_update"""," ""changes"": {""sku"": {""after"": ""745934624549"""," ""before"": ""745934606682""}"," ""product_title"": {""after"": ""Wildlife - 3 Items"""," ""before"": ""Sassy Sol - 3 Items""}"," ""shopify_product_id"": {""after"": 6561711292474"," ""before"": 6549346222138}"," ""shopify_variant_id"": {""after"": 39310499872826"," ""before"": 39279591424058}}"," ""request_id"": ""1285-1619634285.097-108.251.61.14-1018""}",108.251.61.14,12529657,17781958
4/28/21 14:24,2297793748,19194604,subscription,[API] fwallace@fambrands.com updated Subscription #19194604,13152487,8995,updated,[API] fwallace@fambrands.com,4/28/21 14:24,None,"Subscription item ""Wildlife - 3 Items"" updated","{""trace"": ""purchase_item.py:927:queue_event_for_item_update"""," ""changes"": {""sku"": {""after"": ""745934624549"""," ""before"": ""745934606682""}"," ""product_title"": {""after"": ""Wildlife - 3 Items"""," ""before"": ""Sassy Sol - 3 Items""}"," ""shopify_product_id"": {""after"": 6561711292474"," ""before"": 6549346222138}"," ""shopify_variant_id"": {""after"": 39310499872826"," ""before"": 39279591424058}}"," ""request_id"": ""1274-1619634280.942-108.251.61.14-1073""}",108.251.61.14,13924084,19194604
4/28/21 14:22,2297788076,32268318,subscription,[API] fwallace@fambrands.com updated Subscription #32268318,13172917,8995,updated,[API] fwallace@fambrands.com,4/28/21 14:22,None,"Subscription item ""Wildlife - 3 Items"" updated","{""trace"": ""purchase_item.py:927:queue_event_for_item_update"""," ""changes"": {""sku"": {""after"": ""745934624549"""," ""before"": ""745934606712""}"," ""product_title"": {""after"": ""Wildlife - 3 Items"""," ""before"": ""Stargazer - 3 Items""}"," ""shopify_product_id"": {""after"": 6561711292474"," ""before"": 6549405040698}"," ""shopify_variant_id"": {""after"": 39310499872826"," ""before"": 39279797403706}}"," ""request_id"": ""1274-1619634162.880-108.251.61.14-1020""}",108.251.61.14,25081521,32268318
4/28/21 14:24,2297793659,19662721,subscription,[API] fwallace@fambrands.com updated Subscription #19662721,13464505,8995,updated,[API] fwallace@fambrands.com,4/28/21 14:24,None,"Subscription item ""Wildlife - 3 Items"" updated","{""trace"": ""purchase_item.py:927:queue_event_for_item_update"""," ""changes"": {""sku"": {""after"": ""745934624549"""," ""before"": ""745934606682""}"," ""product_title"": {""after"": ""Wildlife - 3 Items"""," ""before"": ""Sassy Sol - 3 Items""}"," ""shopify_product_id"": {""after"": 6561711292474"," ""before"": 6549346222138}"," ""shopify_variant_id"": {""after"": 39310499872826"," ""before"": 39279591424058}}"," ""request_id"": ""1143-1619634279.422-108.251.61.14-1019""}",108.251.61.14,14374894,19662721
4/28/21 14:24,2297793606,19666276,subscription,[API] fwallace@fambrands.com updated Subscription #19666276,13467118,8995,updated,[API] fwallace@fambrands.com,4/28/21 14:24,None,"Subscription item ""Wildlife - 3 Items"" updated","{""trace"": ""purchase_item.py:927:queue_event_for_item_update"""," ""changes"": {""sku"": {""after"": ""745934624549"""," ""before"": ""745934606682""}"," ""product_title"": {""after"": ""Wildlife - 3 Items"""," ""before"": ""Sassy Sol - 3 Items""}"," ""shopify_product_id"": {""after"": 6561711292474"," ""before"": 6549346222138}"," ""shopify_variant_id"": {""after"": 39310499872826"," ""before"": 39279591424058}}"," ""request_id"": ""1346-1619634277.844-108.251.61.14-1018""}",108.251.61.14,14378182,19666276
4/28/21 14:24,2297793529,19989115,subscription,[API] fwallace@fambrands.com updated Subscription #19989115,13705069,8995,updated,[API] fwallace@fambrands.com,4/28/21 14:24,None,"Subscription item ""Wildlife - 5 Items"" updated","{""trace"": ""purchase_item.py:927:queue_event_for_item_update"""," ""changes"": {""sku"": {""after"": ""745934624556"""," ""before"": ""745934606668""}"," ""product_title"": {""after"": ""Wildlife - 5 Items"""," ""before"": ""Spring Fling - 5 Items""}"," ""shopify_product_id"": {""after"": 6561713193018"," ""before"": 6549345566778}"," ""shopify_variant_id"": {""after"": 39310501937210"," ""before"": 39279590539322}}"," ""request_id"": ""1143-1619634276.173-108.251.61.14-1019""}",108.251.61.14,14719786,19989115
4/28/21 14:24,2297793386,20983102,subscription,[API] fwallace@fambrands.com updated Subscription #20983102,14415673,8995,updated,[API] fwallace@fambrands.com,4/28/21 14:24,None,"Subscription item ""Wildlife - 3 Items"" updated","{""trace"": ""purchase_item.py:927:queue_event_for_item_update"""," ""changes"": {""sku"": {""after"": ""745934624549"""," ""before"": ""745934606682""}"," ""product_title"": {""after"": ""Wildlife - 3 Items"""," ""before"": ""Sassy Sol - 3 Items""}"," ""shopify_product_id"": {""after"": 6561711292474"," ""before"": 6549346222138}"," ""shopify_variant_id"": {""after"": 39310499872826"," ""before"": 39279591424058}}"," ""request_id"": ""1143-1619634272.489-108.251.61.14-1022""}",108.251.61.14,15690220,20983102
4/28/21 14:24,2297793287,21066913,subscription,[API] fwallace@fambrands.com updated Subscription #21066913,14475361,8995,updated,[API] fwallace@fambrands.com,4/28/21 14:24,None,"Subscription item ""Wildlife - 3 Items"" updated","{""trace"": ""purchase_item.py:927:queue_event_for_item_update"""," ""changes"": {""sku"": {""after"": ""745934624549"""," ""before"": ""745934606712""}"," ""product_title"": {""after"": ""Wildlife - 3 Items"""," ""before"": ""Stargazer - 3 Items""}"," ""shopify_product_id"": {""after"": 6561711292474"," ""before"": 6549405040698}"," ""shopify_variant_id"": {""after"": 39310499872826"," ""before"": 39279797403706}}"," ""request_id"": ""1206-1619634270.345-108.251.61.14-1064""}",108.251.61.14,15776785,21066913
4/28/21 14:24,2297793201,21080434,subscription,[API] fwallace@fambrands.com updated Subscription #21080434,14485012,8995,updated,[API] fwallace@fambrands.com,4/28/21 14:24,None,"Subscription item ""Wildlife - 3 Items"" updated","{""trace"": ""purchase_item.py:927:queue_event_for_item_update"""," ""changes"": {""sku"": {""after"": ""745934624549"""," ""before"": ""745934606774""}"," ""product_title"": {""after"": ""Wildlife - 3 Items"""," ""before"": ""Royal Flush - 3 Items""}"," ""shopify_product_id"": {""after"": 6561711292474"," ""before"": 6549461237818}"," ""shopify_variant_id"": {""after"": 39310499872826"," ""before"": 39279967895610}}"," ""request_id"": ""1345-1619634268.497-108.251.61.14-1019""}",108.251.61.14,15788449,21080434
4/28/21 14:11,2297755721,124232734,subscription,[API] fwallace@fambrands.com updated Subscription #124232734,14975899,8995,updated,[API] fwallace@fambrands.com,4/28/21 14:11,None,"Subscription item ""Wildlife - 5 Items"" updated","{""trace"": ""purchase_item.py:927:queue_event_for_item_update"""," ""changes"": {""sku"": {""after"": ""745934624556"""," ""before"": ""745934606729""}"," ""product_title"": {""after"": ""Wildlife - 5 Items"""," ""before"": ""Stargazer - 5 Items""}"," ""shopify_product_id"": {""after"": 6561713193018"," ""before"": 6549405696058}"," ""shopify_variant_id"": {""after"": 39310501937210"," ""before"": 39279803039802}}"," ""request_id"": ""1143-1619633495.266-108.251.61.14-1030""}",108.251.61.14,60870032,124232734
4/28/21 14:24,2297793103,23107353,subscription,[API] fwallace@fambrands.com updated Subscription #23107353,15808053,8995,updated,[API] fwallace@fambrands.com,4/28/21 14:24,None,"Subscription item ""Wildlife - 3 Items"" updated","{""trace"": ""purchase_item.py:927:queue_event_for_item_update"""," ""changes"": {""sku"": {""after"": ""745934624549"""," ""before"": ""745934573380""}"," ""product_title"": {""after"": ""Wildlife - 3 Items"""," ""before"": ""Unapologetic - 3 Items""}"," ""shopify_product_id"": {""after"": 6561711292474"," ""before"": 4656673947706}"," ""shopify_variant_id"": {""after"": 39310499872826"," ""before"": 32270702379066}}"," ""request_id"": ""1274-1619634266.673-108.251.61.14-1063""}",108.251.61.14,17504571,23107353
4/28/21 14:24,2297793017,24020430,subscription,[API] fwallace@fambrands.com updated Subscription #24020430,16459941,8995,updated,[API] fwallace@fambrands.com,4/28/21 14:24,None,"Subscription item ""Wildlife - 3 Items"" updated","{""trace"": ""purchase_item.py:927:queue_event_for_item_update"""," ""changes"": {""sku"": {""after"": ""745934624549"""," ""before"": ""745934606682""}"," ""product_title"": {""after"": ""Wildlife - 3 Items"""," ""before"": ""Sassy Sol - 3 Items""}"," ""shopify_product_id"": {""after"": 6561711292474"," ""before"": 6549346222138}"," ""shopify_variant_id"": {""after"": 39310499872826"," ""before"": 39279591424058}}"," ""request_id"": ""1143-1619634264.817-108.251.61.14-1019""}",108.251.61.14,18406437,24020430
4/28/21 14:24,2297792914,24305874,subscription,[API] fwallace@fambrands.com updated Subscription #24305874,16673484,8995,updated,[API] fwallace@fambrands.com,4/28/21 14:24,None,"Subscription item ""Wildlife - 3 Items"" updated","{""trace"": ""purchase_item.py:927:queue_event_for_item_update"""," ""changes"": {""sku"": {""after"": ""745934624549"""," ""before"": ""745934606774""}"," ""product_title"": {""after"": ""Wildlife - 3 Items"""," ""before"": ""Royal Flush - 3 Items""}"," ""shopify_product_id"": {""after"": 6561711292474"," ""before"": 6549461237818}"," ""shopify_variant_id"": {""after"": 39310499872826"," ""before"": 39279967895610}}"," ""request_id"": ""1274-1619634262.769-108.251.61.14-1020""}",108.251.61.14,18658695,24305874
4/28/21 2:34,2295066225,24969933,subscription,[API] marcus@fambrands.com updated Subscription #24969933,17249730,8995,updated,[API] marcus@fambrands.com,4/28/21 2:34,None,"Subscription item ""Spring Fling - 3 Items"" updated","{""trace"": ""purchase_item.py:927:queue_event_for_item_update"""," ""changes"": {""sku"": {""after"": ""745934606651"""," ""before"": ""79999999999""}"," ""product_title"": {""after"": ""Spring Fling - 3 Items"""," ""before"": ""Ellie Picks - 3 Items""}"," ""shopify_product_id"": {""after"": 6549344452666"," ""before"": 4399742746682}"," ""shopify_variant_id"": {""after"": 39279586148410"," ""before"": 31328301121594}}"," ""request_id"": ""1206-1619591696.713-54.90.189.247-1118""}",54.90.189.247,19312227,24969933
